item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0002017,audio,fr,false,false,COLL-017,"video lecture,poster,audio interview",53.19,92,7345,40,1280.4,2021,174,0
ITEM-0002018,video,fa,false,true,COLL-020,policy,75.17,7,18182,55,2296.3,2021,140,0
ITEM-0002019,pdf,en,false,true,COLL-011,"digital preservation,training material",56.19,145,6041,41,787.22,2017,94,2
ITEM-0002020,image,fa,false,true,COLL-014,"policy,poster",60.35,77,8501,54,667.65,2023,67,2
ITEM-0002021,video,en,false,false,COLL-014,"machine learning,accessibility,audio interview",61.56,109,4268,58,786.19,2016,72,2
ITEM-0002022,image,zh,false,false,COLL-015,video lecture,64.85,199,19783,42,328.45,2023,349,0
ITEM-0002023,audio,es,false,true,COLL-001,"accessibility,metadata quality,policy",55.69,88,15925,51,1200.58,2022,117,0
ITEM-0002024,audio,de,false,true,COLL-014,"training material,video lecture,machine learning",66.49,179,15848,48,1572.48,2017,107,0
ITEM-0002025,video,fa,false,true,COLL-008,"video lecture,audio interview",75.32,9,18898,48,956.45,2018,277,2
ITEM-0002026,video,fr,false,true,COLL-004,"machine learning,digital preservation",41.82,148,17031,48,2445.2,2015,296,1
ITEM-0002027,text,fa,false,true,COLL-003,"metadata quality,thesis,training material",53.22,185,18275,47,1510.41,2019,292,1
ITEM-0002028,pdf,fa,false,true,COLL-008,accessibility,65.87,109,16265,58,750.79,2024,270,2
ITEM-0002029,video,ar,true,true,COLL-007,audio interview,40.87,117,6315,42,2313.4,2021,176,2
ITEM-0002030,audio,fa,false,true,COLL-007,"video lecture,metadata quality",65.71,186,6415,56,2337.91,2020,57,1
ITEM-0002031,audio,de,false,true,COLL-017,"metadata quality,thesis,poster",45.87,69,7532,46,2048.18,2022,229,1
ITEM-0002032,video,fa,true,true,COLL-002,"thesis,accessibility",44.2,55,6466,42,1859.6,2019,58,0
ITEM-0002033,video,fr,false,false,COLL-013,metadata quality,75.44,123,9854,49,842.25,2024,343,1
ITEM-0002034,image,it,false,true,COLL-016,"poster,audio interview",57.78,162,12346,50,1917.28,2025,95,2
ITEM-0002035,text,ar,false,true,COLL-015,"machine learning,thesis",67.37,133,8673,60,737.72,2018,274,2
ITEM-0002036,text,en,false,true,COLL-015,"accessibility,audio interview",59.05,77,11787,54,1203.32,2017,356,0
ITEM-0002037,video,de,false,true,COLL-020,"machine learning,linguistics,poster",63.87,24,5446,51,635.28,2023,168,1
ITEM-0002038,audio,fr,false,true,COLL-009,"thesis,training material",62.84,109,17046,48,2025.27,2019,171,1
ITEM-0002039,text,de,false,true,COLL-014,"machine learning,linguistics",79.33,98,10924,50,1809.11,2018,305,0
ITEM-0002040,pdf,en,false,true,COLL-019,"video lecture,metadata quality,accessibility",74.47,151,4473,41,791.39,2015,323,2
ITEM-0002041,audio,es,true,true,COLL-011,"thesis,policy,audio interview",43.15,193,13692,59,1414.81,2024,128,1
ITEM-0002042,pdf,fa,false,true,COLL-009,"policy,poster,metadata quality",56.07,125,9020,42,924.85,2019,281,1
ITEM-0002043,text,en,false,true,COLL-012,"video lecture,poster",56.0,103,17662,60,2334.93,2024,340,2
ITEM-0002044,text,de,false,true,COLL-006,"digital preservation,policy,metadata quality",63.45,22,14138,40,1479.03,2023,21,1
ITEM-0002045,image,fa,false,true,COLL-009,video lecture,76.33,128,17732,40,934.11,2017,261,2
ITEM-0002046,audio,it,false,true,COLL-019,audio interview,42.69,13,10161,42,1492.39,2020,159,1
ITEM-0002047,audio,fr,true,true,COLL-009,"accessibility,machine learning",58.15,121,8278,56,996.13,2024,255,1
ITEM-0002048,text,ar,false,true,COLL-014,"audio interview,policy",77.2,134,7701,45,2484.12,2022,86,1
ITEM-0002049,image,de,true,true,COLL-012,audio interview,59.16,57,19882,43,645.77,2015,313,1
ITEM-0002050,image,ar,false,true,COLL-016,"poster,video lecture,linguistics",76.03,25,12757,53,2112.91,2017,130,1
ITEM-0002051,pdf,fr,false,true,COLL-013,"video lecture,training material",75.07,138,13459,59,269.35,2022,335,1
ITEM-0002052,text,de,false,true,COLL-008,"training material,poster",73.58,199,9655,43,1092.12,2016,364,2
ITEM-0002053,audio,fa,false,true,COLL-020,audio interview,43.67,141,7212,41,2009.44,2024,69,0
ITEM-0002054,text,en,false,true,COLL-004,accessibility,76.59,99,18357,43,1897.97,2020,72,2
ITEM-0002055,audio,fa,true,true,COLL-011,"video lecture,linguistics,thesis",60.6,80,7165,44,1338.23,2015,357,0
ITEM-0002056,audio,zh,true,true,COLL-003,"accessibility,machine learning,metadata quality",73.96,53,4638,42,947.48,2024,25,0
ITEM-0002057,video,fa,false,true,COLL-011,"accessibility,training material",54.42,85,16583,57,901.94,2020,45,1
ITEM-0002058,image,zh,false,true,COLL-010,"accessibility,poster,linguistics",69.68,41,5610,45,1661.9,2025,193,1
ITEM-0002059,image,es,true,false,COLL-017,"digital preservation,linguistics,audio interview",40.92,102,16258,43,2487.71,2019,98,2
ITEM-0002060,text,fr,false,true,COLL-016,"linguistics,metadata quality",45.36,111,6316,43,1163.6,2025,137,2
ITEM-0002061,image,de,false,true,COLL-003,"machine learning,linguistics,video lecture",46.82,102,13313,52,2276.0,2015,125,0
ITEM-0002062,video,fr,false,true,COLL-015,thesis,62.75,167,14389,44,1828.09,2018,345,2
ITEM-0002063,audio,ar,false,true,COLL-009,training material,46.32,174,14574,40,240.3,2025,87,1
ITEM-0002064,text,en,false,false,COLL-001,"digital preservation,training material,metadata quality",58.52,27,9728,43,493.45,2018,275,1
ITEM-0002065,text,zh,true,true,COLL-010,"audio interview,policy",40.64,12,13050,52,233.31,2023,320,0
ITEM-0002066,image,en,false,true,COLL-017,"poster,training material,video lecture",78.18,92,13944,52,1906.88,2023,19,0
ITEM-0002067,audio,fa,false,true,COLL-018,"training material,linguistics",57.43,104,5536,48,646.93,2022,12,1
ITEM-0002068,image,de,true,true,COLL-002,"linguistics,digital preservation",77.07,93,10240,54,1998.25,2022,299,1
ITEM-0002069,text,fa,true,true,COLL-019,"linguistics,policy",75.4,27,4377,44,2295.83,2023,353,0
ITEM-0002070,pdf,de,false,true,COLL-009,"poster,video lecture,thesis",76.1,8,14082,42,2064.46,2020,259,0
ITEM-0002071,pdf,zh,false,true,COLL-002,"thesis,audio interview",62.4,155,5202,58,867.81,2023,165,2
ITEM-0002072,video,de,false,true,COLL-011,"thesis,digital preservation,metadata quality",57.62,28,9872,57,737.57,2019,214,2
ITEM-0002073,image,fa,false,true,COLL-005,"digital preservation,video lecture,training material",59.74,199,12364,57,780.09,2019,194,2
ITEM-0002074,pdf,es,false,true,COLL-012,machine learning,66.54,188,6699,45,1475.89,2025,38,2
ITEM-0002075,video,it,false,true,COLL-017,poster,57.47,142,10997,56,1446.74,2018,125,2
ITEM-0002076,audio,ar,false,true,COLL-005,thesis,77.96,61,13038,48,955.79,2018,6,1
ITEM-0002077,audio,fr,false,true,COLL-016,"training material,policy",54.3,87,11824,46,329.4,2022,244,1
ITEM-0002078,image,fa,false,false,COLL-006,"policy,video lecture",78.61,185,5054,42,2614.78,2018,97,2
ITEM-0002079,audio,ar,false,true,COLL-012,"accessibility,video lecture",70.42,163,14110,60,423.97,2019,278,1
ITEM-0002080,image,fa,false,true,COLL-002,"thesis,video lecture,training material",71.15,161,5828,53,921.56,2019,344,1
ITEM-0002081,audio,it,false,true,COLL-009,digital preservation,72.73,54,10488,41,2274.48,2015,352,0
ITEM-0002082,text,it,false,true,COLL-019,"training material,audio interview,metadata quality",60.97,83,7522,57,2163.05,2021,267,2
ITEM-0002083,audio,en,false,true,COLL-010,"machine learning,accessibility,video lecture",66.2,167,17180,41,2583.69,2015,138,2
ITEM-0002084,video,es,false,true,COLL-009,"machine learning,video lecture",74.82,139,10139,54,2049.2,2019,179,1
ITEM-0002085,audio,fa,false,true,COLL-005,linguistics,49.8,162,4670,44,2422.64,2020,159,1
ITEM-0002086,pdf,es,false,true,COLL-017,"metadata quality,policy",53.31,81,15415,46,1139.33,2021,157,2
ITEM-0002087,pdf,ar,false,true,COLL-007,"thesis,machine learning,policy",69.56,193,9970,44,2191.79,2016,335,0
ITEM-0002088,video,zh,false,true,COLL-013,"linguistics,training material",58.16,45,5463,50,1536.48,2017,17,1
ITEM-0002089,video,ar,true,true,COLL-019,"poster,accessibility,training material",50.68,161,13194,52,126.52,2024,118,0
ITEM-0002090,audio,zh,true,true,COLL-006,"thesis,accessibility",42.59,44,5122,55,1086.58,2022,219,2
ITEM-0002091,text,ar,false,true,COLL-015,"metadata quality,video lecture",57.18,138,6913,48,1719.37,2023,191,2
ITEM-0002092,audio,zh,false,true,COLL-007,"audio interview,thesis,metadata quality",55.17,128,4601,50,1622.46,2019,21,0
ITEM-0002093,text,en,false,true,COLL-020,policy,61.48,110,18087,55,382.77,2016,351,2
ITEM-0002094,image,it,false,false,COLL-002,accessibility,56.2,93,5844,47,890.02,2019,14,0
ITEM-0002095,audio,de,false,true,COLL-009,"training material,policy,digital preservation",77.99,63,11452,60,770.83,2021,326,1
ITEM-0002096,pdf,de,false,true,COLL-016,"accessibility,metadata quality",46.92,91,12199,51,1328.21,2017,312,1
ITEM-0002097,text,de,false,true,COLL-012,"training material,machine learning",61.36,163,7506,60,1085.16,2018,191,2
ITEM-0002098,image,zh,false,true,COLL-017,linguistics,73.36,93,17708,58,2147.25,2023,138,1
ITEM-0002099,pdf,de,false,true,COLL-010,"machine learning,audio interview",56.35,140,18711,41,520.89,2022,16,1
ITEM-0002100,pdf,zh,false,true,COLL-019,"thesis,audio interview",40.73,156,17219,43,769.19,2022,39,1
ITEM-0002101,text,it,false,true,COLL-013,accessibility,44.98,92,13370,51,1961.2,2020,297,0
ITEM-0002102,video,ar,false,true,COLL-002,policy,58.46,30,10361,46,1689.89,2015,319,0
ITEM-0002103,pdf,it,false,true,COLL-006,"video lecture,linguistics,accessibility",69.99,170,16952,52,1306.83,2021,162,1
ITEM-0002104,text,fa,false,true,COLL-012,metadata quality,55.91,98,17076,44,403.39,2024,33,2
ITEM-0002105,image,fa,true,true,COLL-005,training material,59.47,96,15039,47,1069.48,2020,334,2
ITEM-0002106,audio,es,false,true,COLL-003,"thesis,machine learning",61.53,59,19843,48,2130.05,2023,359,0
ITEM-0002107,video,fa,false,false,COLL-011,"poster,metadata quality",64.14,84,14407,49,545.62,2017,198,2
ITEM-0002108,pdf,en,false,true,COLL-008,"linguistics,metadata quality",57.67,138,8391,42,2572.79,2017,72,0
ITEM-0002109,audio,fr,false,true,COLL-008,"policy,poster,audio interview",73.74,11,10387,57,2219.5,2016,349,2
ITEM-0002110,video,es,true,true,COLL-005,digital preservation,68.3,200,12299,42,485.05,2019,138,2
ITEM-0002111,pdf,it,false,true,COLL-005,"poster,audio interview",43.02,45,9280,60,1816.8,2015,339,1
ITEM-0002112,video,ar,false,true,COLL-011,"audio interview,accessibility",55.77,166,8327,50,1284.88,2018,22,2
ITEM-0002113,audio,es,false,false,COLL-007,"machine learning,video lecture,digital preservation",44.38,141,15264,43,2177.01,2024,195,2
ITEM-0002114,image,de,false,false,COLL-014,"audio interview,accessibility,training material",42.32,143,14542,57,2249.87,2022,270,0
ITEM-0002115,text,fr,true,true,COLL-017,thesis,71.14,25,19386,48,2343.84,2019,104,1
ITEM-0002116,video,fr,false,false,COLL-001,machine learning,49.72,29,18735,48,2634.93,2017,26,0
ITEM-0002117,image,en,false,true,COLL-016,"accessibility,training material",60.33,128,11679,52,2493.95,2023,78,0
ITEM-0002118,video,fa,false,true,COLL-003,"metadata quality,digital preservation,accessibility",49.49,159,16131,54,1093.22,2015,11,1
ITEM-0002119,pdf,zh,false,true,COLL-019,machine learning,59.96,137,12577,41,847.4,2021,106,1
ITEM-0002120,video,zh,false,true,COLL-004,"poster,accessibility,metadata quality",49.05,172,8872,45,1118.78,2023,338,1
ITEM-0002121,image,en,false,true,COLL-016,"machine learning,thesis,audio interview",41.48,104,4334,47,1691.8,2023,339,1
ITEM-0002122,pdf,es,false,true,COLL-019,thesis,45.23,120,13767,43,1939.33,2015,218,2
ITEM-0002123,audio,fr,false,true,COLL-008,poster,55.88,123,10410,57,486.88,2020,68,0
ITEM-0002124,pdf,fr,false,true,COLL-001,"training material,policy,video lecture",49.96,92,16795,52,1999.85,2019,184,0
ITEM-0002125,audio,de,false,true,COLL-007,"poster,accessibility,machine learning",71.71,159,18169,56,147.0,2017,85,0
ITEM-0002126,audio,ar,false,true,COLL-007,"video lecture,accessibility,machine learning",56.33,88,17163,54,737.43,2020,141,0
ITEM-0002127,image,de,false,true,COLL-012,"linguistics,poster,policy",75.04,200,18865,42,904.99,2016,252,0
ITEM-0002128,pdf,it,false,true,COLL-016,"machine learning,thesis,linguistics",62.65,199,9552,40,2523.87,2020,33,2
ITEM-0002129,text,zh,false,true,COLL-001,"accessibility,metadata quality",53.82,151,4933,56,1285.91,2015,302,1
ITEM-0002130,text,de,false,true,COLL-004,"policy,metadata quality,linguistics",50.13,147,14341,47,2082.78,2018,218,2
ITEM-0002131,audio,ar,false,true,COLL-019,"policy,thesis,accessibility",58.59,104,4153,53,2332.89,2017,189,1
ITEM-0002132,audio,fa,false,true,COLL-015,"policy,audio interview",65.56,63,4730,55,2081.58,2016,361,0
ITEM-0002133,image,en,false,true,COLL-015,"thesis,accessibility,training material",79.78,82,4005,50,420.08,2018,55,2
ITEM-0002134,video,en,false,true,COLL-019,"poster,audio interview",43.71,92,18032,51,1118.5,2016,300,1
ITEM-0002135,image,it,false,false,COLL-012,"linguistics,video lecture",72.11,32,5723,53,2266.44,2020,157,0
ITEM-0002136,video,de,false,true,COLL-001,poster,56.73,121,13261,54,506.63,2016,317,0
ITEM-0002137,audio,fa,true,true,COLL-019,"poster,digital preservation,metadata quality",40.42,102,15227,56,785.18,2024,229,2
ITEM-0002138,image,it,false,false,COLL-015,"video lecture,policy,machine learning",42.71,145,10713,56,461.12,2015,139,1
ITEM-0002139,text,it,false,true,COLL-015,linguistics,70.27,109,18632,46,1589.32,2019,81,0
ITEM-0002140,text,fa,false,true,COLL-002,"training material,digital preservation",71.41,66,16440,41,2561.59,2016,140,1
ITEM-0002141,text,de,false,false,COLL-009,"metadata quality,machine learning",51.5,66,15213,45,718.12,2023,305,0
ITEM-0002142,text,en,false,true,COLL-005,video lecture,71.5,101,19596,40,2273.06,2017,329,2
ITEM-0002143,text,ar,false,true,COLL-002,metadata quality,57.51,158,6303,52,953.65,2016,6,1
ITEM-0002144,image,it,false,true,COLL-004,poster,74.46,147,18512,48,774.83,2018,81,1
ITEM-0002145,audio,fr,false,true,COLL-008,"metadata quality,audio interview",65.27,47,8193,56,2140.92,2018,338,1
ITEM-0002146,video,it,false,true,COLL-006,thesis,78.82,127,4489,51,979.2,2024,235,2
ITEM-0002147,pdf,ar,false,false,COLL-007,"poster,digital preservation,training material",68.88,24,8081,44,555.46,2015,141,1
ITEM-0002148,text,es,false,true,COLL-010,"video lecture,metadata quality,digital preservation",72.44,45,11930,58,1473.17,2020,210,2
ITEM-0002149,audio,es,false,true,COLL-006,"training material,linguistics,machine learning",63.05,152,14920,43,1342.63,2018,173,1
ITEM-0002150,video,zh,false,true,COLL-001,linguistics,58.84,15,15494,40,956.39,2020,333,0
ITEM-0002151,audio,ar,false,true,COLL-009,"policy,poster,digital preservation",46.37,190,5347,60,2060.53,2019,18,1
ITEM-0002152,text,it,false,true,COLL-004,"digital preservation,metadata quality",66.34,73,18549,42,263.33,2019,240,1
ITEM-0002153,video,en,false,false,COLL-011,"training material,thesis",67.24,48,8518,58,1274.08,2017,211,0
ITEM-0002154,text,de,false,true,COLL-001,"machine learning,accessibility",48.07,131,12317,58,2616.4,2025,42,0
ITEM-0002155,video,it,true,true,COLL-018,"training material,accessibility",74.58,44,13738,50,1269.22,2016,187,0
ITEM-0002156,image,fa,false,false,COLL-016,"digital preservation,machine learning,linguistics",64.84,16,9979,54,137.98,2016,73,2
ITEM-0002157,audio,fr,false,true,COLL-019,"machine learning,audio interview",54.02,148,5952,58,457.2,2021,60,0
ITEM-0002158,image,es,false,false,COLL-012,"accessibility,linguistics",63.01,92,13592,46,2065.19,2016,297,2
ITEM-0002159,image,fr,false,false,COLL-015,"policy,audio interview",57.17,118,14582,46,2189.35,2018,61,0
ITEM-0002160,image,it,false,true,COLL-006,"digital preservation,video lecture",67.84,84,19780,43,2686.89,2018,129,0
ITEM-0002161,audio,it,false,true,COLL-014,"policy,linguistics,digital preservation",64.05,182,7895,56,2508.24,2016,364,0
ITEM-0002162,audio,zh,false,true,COLL-016,poster,75.27,83,14409,48,886.43,2022,23,0
ITEM-0002163,audio,de,false,false,COLL-002,poster,78.98,91,5807,52,1053.71,2023,161,1
ITEM-0002164,pdf,zh,false,true,COLL-014,linguistics,76.63,74,7709,41,2088.28,2022,95,2
ITEM-0002165,audio,it,false,true,COLL-010,metadata quality,41.22,158,4155,41,1584.47,2019,256,0
ITEM-0002166,pdf,de,false,true,COLL-002,"accessibility,audio interview,machine learning",55.28,157,8287,44,444.8,2025,127,0
ITEM-0002167,video,fr,false,true,COLL-003,"policy,video lecture",76.49,32,7960,50,502.64,2016,101,2
ITEM-0002168,text,de,false,true,COLL-017,"audio interview,policy,linguistics",56.84,21,14389,40,2387.31,2017,359,2
ITEM-0002169,audio,fa,false,false,COLL-016,"accessibility,video lecture",46.54,199,7970,58,1509.86,2023,200,2
ITEM-0002170,text,zh,false,true,COLL-013,"machine learning,linguistics",49.97,47,6765,59,171.29,2023,229,1
ITEM-0002171,pdf,fa,false,true,COLL-003,"audio interview,linguistics,digital preservation",68.79,152,4260,44,1681.19,2022,324,0
ITEM-0002172,audio,en,false,true,COLL-008,metadata quality,58.06,185,16083,55,763.5,2018,207,1
ITEM-0002173,video,it,false,true,COLL-009,"thesis,poster,linguistics",64.77,196,15556,59,490.51,2023,88,0
ITEM-0002174,audio,de,false,true,COLL-006,"video lecture,digital preservation,training material",52.23,155,10557,47,1884.49,2018,40,0
ITEM-0002175,text,de,true,true,COLL-009,"thesis,linguistics",58.75,68,7246,47,982.68,2016,39,2
ITEM-0002176,video,zh,true,true,COLL-012,policy,42.02,50,5662,47,1211.6,2018,105,0
ITEM-0002177,pdf,fr,false,true,COLL-004,policy,46.29,87,4734,47,713.79,2019,177,0
ITEM-0002178,image,zh,false,true,COLL-009,digital preservation,68.35,141,9312,51,2563.8,2015,222,1
ITEM-0002179,image,fr,false,true,COLL-003,video lecture,75.81,83,10443,49,2561.46,2015,323,0
ITEM-0002180,pdf,de,false,true,COLL-012,video lecture,49.3,137,16627,41,2548.76,2021,210,0
ITEM-0002181,pdf,it,false,true,COLL-011,"policy,accessibility",68.62,161,9080,47,2001.4,2025,163,1
ITEM-0002182,text,zh,false,true,COLL-014,metadata quality,75.77,49,7778,52,1235.19,2022,31,2
ITEM-0002183,video,de,false,true,COLL-001,"metadata quality,accessibility",45.37,142,18296,42,1852.09,2019,33,2
ITEM-0002184,video,ar,false,true,COLL-015,"accessibility,audio interview",52.51,160,9151,49,516.91,2022,145,2
ITEM-0002185,image,en,false,true,COLL-010,"accessibility,machine learning",47.59,11,10921,46,1907.24,2015,173,2
ITEM-0002186,image,es,false,true,COLL-009,"linguistics,accessibility",69.31,136,17616,59,503.9,2020,226,2
ITEM-0002187,image,ar,true,true,COLL-012,"poster,machine learning",55.43,109,5865,47,1551.55,2020,112,2
ITEM-0002188,image,fr,false,true,COLL-002,policy,79.72,102,13686,60,210.78,2019,179,1
ITEM-0002189,pdf,zh,false,true,COLL-015,video lecture,77.97,190,4029,55,524.01,2021,78,2
ITEM-0002190,pdf,de,true,true,COLL-015,"poster,linguistics,video lecture",56.8,191,7658,40,1322.56,2022,360,2
ITEM-0002191,video,it,false,true,COLL-016,"poster,machine learning",44.13,160,8653,48,1014.43,2017,107,2
ITEM-0002192,pdf,ar,false,false,COLL-003,"audio interview,video lecture",77.75,111,15849,52,1479.29,2019,66,1
ITEM-0002193,audio,de,false,true,COLL-002,"linguistics,policy,thesis",57.24,98,17035,51,1845.6,2017,118,1
ITEM-0002194,audio,fa,false,true,COLL-008,"policy,linguistics",63.54,39,4530,44,161.94,2020,342,1
ITEM-0002195,image,it,false,true,COLL-014,video lecture,71.78,101,5628,40,1866.68,2022,260,1
ITEM-0002196,pdf,fr,false,false,COLL-010,"video lecture,machine learning",51.33,31,4206,55,1857.11,2017,345,0
ITEM-0002197,pdf,de,false,true,COLL-015,training material,66.33,134,4513,50,883.13,2023,27,2
ITEM-0002198,text,zh,false,true,COLL-002,machine learning,60.4,105,5595,44,919.43,2015,55,0
ITEM-0002199,text,en,false,false,COLL-009,policy,63.21,162,6578,49,696.38,2021,342,1
ITEM-0002200,video,fr,false,true,COLL-007,"accessibility,training material",79.66,85,10762,58,2601.38,2019,232,1
ITEM-0002201,audio,fa,true,true,COLL-008,digital preservation,64.23,44,9518,52,524.45,2023,265,1
ITEM-0002202,pdf,fr,false,true,COLL-017,"machine learning,audio interview,accessibility",48.98,195,10262,49,220.5,2020,24,1
ITEM-0002203,pdf,fa,false,true,COLL-018,digital preservation,76.92,134,18123,60,548.28,2018,284,0
ITEM-0002204,image,en,false,true,COLL-007,"accessibility,video lecture",48.7,80,13065,44,1378.52,2020,165,1
ITEM-0002205,audio,fr,true,true,COLL-009,"training material,digital preservation,audio interview",45.62,146,17584,52,1697.67,2018,145,1
ITEM-0002206,video,es,false,true,COLL-003,training material,61.47,67,5155,52,613.79,2017,231,1
ITEM-0002207,pdf,zh,false,true,COLL-008,"poster,metadata quality,machine learning",41.26,166,10236,44,1101.07,2024,40,2
ITEM-0002208,pdf,es,false,true,COLL-020,video lecture,55.33,28,19248,40,800.33,2021,134,2
ITEM-0002209,audio,it,false,true,COLL-007,"accessibility,machine learning",73.88,158,15084,52,2587.55,2024,352,0
ITEM-0002210,pdf,es,false,false,COLL-018,"accessibility,audio interview,machine learning",48.82,198,7244,42,844.73,2020,287,0
ITEM-0002211,audio,es,false,true,COLL-001,"audio interview,policy",77.95,185,15426,50,2497.8,2016,277,0
ITEM-0002212,pdf,fa,false,true,COLL-017,"training material,thesis",41.54,195,13380,51,1188.3,2023,324,1
ITEM-0002213,audio,it,false,true,COLL-015,"linguistics,policy",42.77,95,17259,46,389.78,2018,18,1
ITEM-0002214,video,zh,false,true,COLL-020,"policy,machine learning,thesis",63.99,11,8386,41,1293.88,2017,149,0
ITEM-0002215,pdf,fr,false,true,COLL-010,machine learning,49.88,196,10441,43,1946.69,2018,88,2
ITEM-0002216,text,es,false,true,COLL-012,"metadata quality,thesis",73.34,199,10989,40,698.3,2018,341,1
ITEM-0002217,audio,zh,false,true,COLL-011,metadata quality,43.5,159,12746,41,329.53,2022,81,1
ITEM-0002218,image,fa,false,true,COLL-018,"linguistics,poster",41.5,117,8602,49,175.0,2025,241,1
ITEM-0002219,pdf,de,false,true,COLL-002,"policy,machine learning",72.65,137,8134,58,820.79,2020,89,0
ITEM-0002220,video,ar,false,true,COLL-007,machine learning,70.14,200,19659,54,1374.62,2022,122,0
ITEM-0002221,image,fa,false,false,COLL-009,"machine learning,digital preservation,accessibility",57.77,23,18499,43,405.47,2016,72,1
ITEM-0002222,image,fa,false,true,COLL-008,"linguistics,training material,audio interview",50.72,96,19920,49,342.22,2024,192,1
ITEM-0002223,text,de,false,true,COLL-001,thesis,66.54,92,19165,53,2661.11,2025,198,1
ITEM-0002224,image,fr,false,true,COLL-012,metadata quality,54.41,19,16404,40,2381.2,2021,337,1
ITEM-0002225,video,de,false,false,COLL-014,"digital preservation,audio interview,training material",68.71,121,17622,59,1352.27,2016,61,0
ITEM-0002226,audio,fa,false,false,COLL-008,"digital preservation,policy,metadata quality",59.81,196,7212,44,2517.06,2024,83,2
ITEM-0002227,text,es,false,true,COLL-020,"policy,machine learning",62.14,66,5281,42,792.8,2021,170,1
ITEM-0002228,text,ar,false,true,COLL-004,"digital preservation,video lecture",57.22,30,14503,51,1058.7,2024,288,1
ITEM-0002229,audio,fa,false,true,COLL-020,"machine learning,accessibility",40.98,99,7079,58,1557.81,2019,150,1
ITEM-0002230,text,de,false,true,COLL-004,"training material,metadata quality,poster",77.55,129,9908,60,1786.39,2024,183,0
ITEM-0002231,pdf,ar,true,false,COLL-013,machine learning,78.15,87,9932,58,2609.39,2021,284,0
ITEM-0002232,pdf,es,false,true,COLL-014,poster,41.92,33,17046,42,2142.13,2023,235,2
ITEM-0002233,image,es,false,true,COLL-008,machine learning,58.39,196,8134,57,785.44,2022,11,2
ITEM-0002234,audio,fa,false,true,COLL-018,"policy,digital preservation",66.9,200,14733,57,1440.94,2020,349,0
ITEM-0002235,pdf,it,false,false,COLL-015,"thesis,metadata quality,video lecture",47.87,175,8320,46,309.83,2020,342,1
ITEM-0002236,image,fr,false,true,COLL-007,training material,78.78,37,6269,53,301.13,2023,241,0
ITEM-0002237,text,en,false,true,COLL-004,"linguistics,metadata quality,thesis",69.09,128,5991,52,2240.62,2015,259,1
ITEM-0002238,video,it,false,true,COLL-008,thesis,56.94,161,14251,46,937.51,2015,271,2
ITEM-0002239,audio,fr,false,true,COLL-013,"accessibility,digital preservation",71.26,63,16028,42,1959.58,2017,5,2
ITEM-0002240,image,ar,false,true,COLL-006,"digital preservation,poster",55.22,71,13554,59,740.23,2024,178,2
ITEM-0002241,text,fa,false,true,COLL-014,"accessibility,linguistics,poster",56.58,138,15203,48,786.0,2023,192,1
ITEM-0002242,image,en,false,true,COLL-003,"video lecture,linguistics",52.36,70,10980,47,689.63,2021,287,0
ITEM-0002243,text,it,false,false,COLL-002,video lecture,63.75,104,18906,41,2108.98,2024,354,2
ITEM-0002244,text,it,false,true,COLL-013,"machine learning,thesis",63.09,73,15955,44,160.79,2025,254,1
ITEM-0002245,image,ar,false,true,COLL-019,"policy,thesis",45.83,142,5187,50,1432.5,2016,353,0
ITEM-0002246,image,ar,false,true,COLL-005,"policy,audio interview",68.86,96,17608,58,624.56,2024,206,1
ITEM-0002247,video,en,false,true,COLL-005,"metadata quality,policy",67.29,60,15065,42,286.13,2025,293,1
ITEM-0002248,text,de,false,true,COLL-018,video lecture,74.51,147,9976,43,386.8,2023,70,1
ITEM-0002249,image,fr,false,false,COLL-018,training material,55.92,135,19527,47,202.75,2016,234,2
ITEM-0002250,image,de,true,true,COLL-008,"metadata quality,video lecture,audio interview",58.65,125,4644,45,2182.38,2023,12,2
ITEM-0002251,image,it,false,true,COLL-005,"policy,audio interview,accessibility",61.79,39,11732,44,594.44,2015,263,0
ITEM-0002252,video,ar,true,true,COLL-011,"video lecture,accessibility",57.47,115,15439,45,1384.35,2022,21,0
ITEM-0002253,pdf,zh,false,true,COLL-005,metadata quality,67.38,25,9954,40,167.27,2020,277,0
ITEM-0002254,video,fr,false,true,COLL-005,"linguistics,training material,thesis",75.08,58,4210,46,1900.41,2015,44,1
ITEM-0002255,text,it,false,true,COLL-004,"poster,digital preservation",40.11,41,15187,46,1847.74,2018,29,2
ITEM-0002256,video,de,false,true,COLL-014,"metadata quality,training material,policy",73.98,33,13931,57,197.75,2022,349,1
ITEM-0002257,audio,zh,true,true,COLL-004,"metadata quality,audio interview",69.08,5,7380,49,143.86,2019,71,1
ITEM-0002258,audio,en,true,true,COLL-004,"metadata quality,audio interview",63.21,78,12955,40,199.02,2023,309,1
ITEM-0002259,text,zh,true,true,COLL-011,linguistics,45.71,137,6784,53,2261.75,2021,210,0
ITEM-0002260,text,es,false,true,COLL-011,"digital preservation,thesis",64.39,111,15552,53,1707.41,2023,72,0
ITEM-0002261,image,de,false,true,COLL-010,video lecture,67.85,17,13055,44,1824.5,2020,236,1
